ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
SumEncoder,abalone-3_vs_11,ABC,0.99774,4.0,1.0,2.0,0.9352600000000001,7.5,0.9352600000000001,7.5,1.0,2.0,0.98878,5.0,1.0,2.0,0.95742,6.0,aspect_ratio,1.0,IBA
SumEncoder,kddcup-land_vs_portsweep,ABC,0.9989399999999999,5.5,1.0,1.5,0.9989399999999999,5.5,0.9989399999999999,5.5,0.9989399999999999,5.5,0.9989399999999999,5.5,0.9989399999999999,5.5,1.0,1.5,aspect_ratio,1.0,IBA
SumEncoder,dataset_31_credit-g,ABC,0.3733400000000001,7.0,0.38376,6.0,0.40314,4.0,0.4271999999999999,3.0,0.43382,2.0,0.46044,1.0,0.36614,8.0,0.38456,5.0,aspect_ratio,1.0,IBA
SumEncoder,dresses-sales,ABC,0.30118,3.0,0.28698,6.0,0.31496,1.0,0.28989999999999994,5.0,0.2984399999999999,4.0,0.30858,2.0,0.27836000000000005,8.0,0.2832,7.0,aspect_ratio,1.0,IBA
SumEncoder,dermatology,ABC,0.5641999999999999,1.0,0.3275,6.0,0.49204,3.0,0.41206,4.0,0.49382,2.0,0.36292,5.0,0.32668,7.0,0.30162000000000005,8.0,aspect_ratio,1.0,IBA
SumEncoder,thyroid-hypothyroid,ABC,0.87984,7.0,0.91008,3.0,0.9146799999999999,2.0,0.92442,1.0,0.90646,4.0,0.8922399999999999,5.0,0.8785799999999999,8.0,0.8813400000000001,6.0,aspect_ratio,1.0,IBA
SumEncoder,credit-approval,ABC,0.7014199999999999,6.0,0.7105199999999999,1.0,0.70854,2.0,0.7081999999999999,3.0,0.6974,8.0,0.7052400000000001,4.0,0.7004600000000001,7.0,0.7031799999999999,5.0,aspect_ratio,1.0,IBA
SumEncoder,horse-colic-surgical,ABC,0.6542600000000001,1.0,0.61356,6.0,0.64964,3.0,0.6499199999999999,2.0,0.5901799999999999,8.0,0.6324400000000001,4.0,0.6091200000000001,7.0,0.61792,5.0,aspect_ratio,1.0,IBA
SumEncoder,heart,ABC,0.54506,8.0,0.6017399999999999,1.0,0.59958,3.0,0.55374,6.0,0.56094,5.0,0.5774600000000001,4.0,0.60132,2.0,0.5454600000000001,7.0,aspect_ratio,1.0,IBA
SumEncoder,hepatitis,ABC,0.44758,7.0,0.4845,5.0,0.4873600000000001,4.0,0.5056200000000001,3.0,0.5257200000000001,2.0,0.5957,1.0,0.46378,6.0,0.43046,8.0,aspect_ratio,1.0,IBA
