ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
JamesSteinEncoder,abalone-3_vs_11,KNN,0.9940200000000001,6.5,0.9920200000000001,8.0,1.0,2.5,0.998,5.0,1.0,2.5,1.0,2.5,1.0,2.5,0.9940200000000001,6.5,solid_angle,7.0,REC
JamesSteinEncoder,kddcup-land_vs_portsweep,KNN,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,0.9981200000000001,4.5,solid_angle,7.0,REC
JamesSteinEncoder,dataset_31_credit-g,KNN,0.725,1.0,0.7240000000000001,2.0,0.5360000000000001,4.0,0.4069999999999999,6.0,0.403,7.0,0.384,8.0,0.573,3.0,0.5199999999999999,5.0,solid_angle,7.0,REC
JamesSteinEncoder,dresses-sales,KNN,0.562,4.0,0.518,8.0,0.56,5.5,0.5599999999999999,5.5,0.5640000000000001,3.0,0.5379999999999999,7.0,0.588,1.0,0.5799999999999998,2.0,solid_angle,7.0,REC
JamesSteinEncoder,dermatology,KNN,0.7623,2.0,0.76778,1.0,0.74848,3.0,0.7239399999999999,7.0,0.743,5.0,0.73492,6.0,0.6965399999999999,8.0,0.7461800000000001,4.0,solid_angle,7.0,REC
JamesSteinEncoder,thyroid-hypothyroid,KNN,0.9826,1.0,0.9706,6.0,0.97122,5.0,0.97312,3.5,0.97312,3.5,0.93106,8.0,0.97756,2.0,0.96776,7.0,solid_angle,7.0,REC
JamesSteinEncoder,credit-approval,KNN,0.7159399999999999,2.0,0.7217600000000001,1.0,0.6782600000000001,6.0,0.6884,4.5,0.6753600000000001,8.0,0.67538,7.0,0.6884,4.5,0.70582,3.0,solid_angle,7.0,REC
JamesSteinEncoder,horse-colic-surgical,KNN,0.8099999999999999,1.0,0.7933399999999999,3.0,0.7733399999999999,4.0,0.75666,5.0,0.7333400000000001,8.0,0.74336,6.0,0.73666,7.0,0.7966399999999999,2.0,solid_angle,7.0,REC
JamesSteinEncoder,heart,KNN,0.5777599999999999,5.0,0.5777800000000001,4.0,0.57038,6.0,0.58148,2.0,0.55556,8.0,0.5778000000000001,3.0,0.5703600000000001,7.0,0.58518,1.0,solid_angle,7.0,REC
JamesSteinEncoder,hepatitis,KNN,0.7483600000000001,1.0,0.54194,7.0,0.5741999999999999,4.0,0.6129,2.0,0.5354800000000001,8.0,0.5548200000000001,6.0,0.60644,3.0,0.56776,5.0,solid_angle,7.0,REC
