ID,DATASET,FOLD,PREPROC,ALGORITHM,ORDER,ALPHA,ENCODER,PRE,REC,SPE,F1,GEO,IBA
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,HashingEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,MEstimateEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,OneHotEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,OrdinalEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_SumEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,SumEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,0.5,TargetEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,BaseNEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,CatBoostEncoder,0.9856,0.9624,0.9991,0.9704,0.9806,0.9580
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,GLMMEncoder,0.9863,0.9671,0.9992,0.9736,0.9830,0.9632
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,HashingEncoder,0.9912,0.9859,0.9997,0.9875,0.9928,0.9842
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,HelmertEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,JamesSteinEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,LeaveOneOutEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,MEstimateEncoder,0.9863,0.9671,0.9992,0.9736,0.9830,0.9632
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,OneHotEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,OrdinalEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_SumEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,SumEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,0.5,TargetEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,BaseNEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,MEstimateEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,OneHotEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,OrdinalEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_SumEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,SumEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_ABC,kddcup-land_vs_portsweep,0,dtosmote,ABC,solid_angle,0.5,TargetEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,BaseNEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,BinaryEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,CatBoostEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,GLMMEncoder,0.9830,0.9390,0.9985,0.9552,0.9682,0.9319
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,HashingEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,HelmertEncoder,0.9933,0.9906,0.9998,0.9914,0.9952,0.9895
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,JamesSteinEncoder,0.9830,0.9390,0.9985,0.9552,0.9682,0.9319
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,LeaveOneOutEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,MEstimateEncoder,0.9839,0.9484,0.9988,0.9612,0.9732,0.9423
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,OneHotEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,OrdinalEncoder,0.9827,0.9343,0.9984,0.9523,0.9658,0.9267
kddcup-land_vs_portsweep_SumEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,SumEncoder,0.9844,0.9531,0.9989,0.9642,0.9757,0.9476
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_MLP,kddcup-land_vs_portsweep,0,dtosmote,MLP,solid_angle,0.5,TargetEncoder,0.9830,0.9390,0.9985,0.9552,0.9682,0.9319
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,BaseNEncoder,0.9816,0.9155,0.9980,0.9407,0.9558,0.9059
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,BinaryEncoder,0.9816,0.9155,0.9980,0.9407,0.9558,0.9059
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,CatBoostEncoder,0.9821,0.9249,0.9982,0.9465,0.9608,0.9163
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,GLMMEncoder,0.9824,0.9296,0.9983,0.9494,0.9633,0.9215
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,HashingEncoder,0.9821,0.9249,0.9982,0.9465,0.9608,0.9163
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,HelmertEncoder,0.9816,0.9155,0.9980,0.9407,0.9558,0.9059
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,JamesSteinEncoder,0.9824,0.9296,0.9983,0.9494,0.9633,0.9215
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,LeaveOneOutEncoder,0.9821,0.9249,0.9982,0.9465,0.9608,0.9163
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,MEstimateEncoder,0.9827,0.9343,0.9984,0.9523,0.9658,0.9267
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,OneHotEncoder,0.9824,0.9296,0.9983,0.9494,0.9633,0.9215
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,OrdinalEncoder,0.9827,0.9343,0.9984,0.9523,0.9658,0.9267
kddcup-land_vs_portsweep_SumEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,SumEncoder,0.9821,0.9249,0.9982,0.9465,0.9608,0.9163
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_SVM,kddcup-land_vs_portsweep,0,dtosmote,SVM,solid_angle,0.5,TargetEncoder,0.9816,0.9155,0.9980,0.9407,0.9558,0.9059
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,BaseNEncoder,0.9804,0.8826,0.9972,0.9208,0.9380,0.8697
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,BinaryEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,CatBoostEncoder,0.9789,0.9531,0.8037,0.9630,0.8749,0.7768
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,GLMMEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,HashingEncoder,0.9810,0.9014,0.9976,0.9322,0.9482,0.8904
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,HelmertEncoder,0.9830,0.9390,0.9985,0.9552,0.9682,0.9319
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,JamesSteinEncoder,0.9816,0.9155,0.9980,0.9407,0.9558,0.9059
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,LeaveOneOutEncoder,0.9819,0.9202,0.9981,0.9436,0.9583,0.9111
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,MEstimateEncoder,0.9819,0.9202,0.9981,0.9436,0.9583,0.9111
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,OneHotEncoder,0.9824,0.9296,0.9983,0.9494,0.9633,0.9215
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,OrdinalEncoder,0.9819,0.9202,0.9981,0.9436,0.9583,0.9111
kddcup-land_vs_portsweep_SumEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,SumEncoder,0.9906,0.9906,0.8046,0.9906,0.8923,0.8110
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_SGD,kddcup-land_vs_portsweep,0,dtosmote,SGD,solid_angle,0.5,TargetEncoder,0.9819,0.9202,0.9981,0.9436,0.9583,0.9111
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,BaseNEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,LeaveOneOutEncoder,0.0006,0.0235,0.9765,0.0011,0.0000,0.0000
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,MEstimateEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,OneHotEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,OrdinalEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_SumEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,SumEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_RF,kddcup-land_vs_portsweep,0,dtosmote,RF,solid_angle,1,TargetEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,BaseNEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,BinaryEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,CatBoostEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,GLMMEncoder,0.9912,0.9859,0.9997,0.9875,0.9928,0.9842
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,HashingEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,HelmertEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,JamesSteinEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,LeaveOneOutEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,MEstimateEncoder,0.9872,0.9718,0.9993,0.9769,0.9855,0.9685
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,OneHotEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,OrdinalEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_SumEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,SumEncoder,0.9896,0.9812,0.9995,0.9838,0.9903,0.9790
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_KNN,kddcup-land_vs_portsweep,0,dtosmote,KNN,solid_angle,1,TargetEncoder,0.9883,0.9765,0.9994,0.9803,0.9879,0.9737
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,BaseNEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,CatBoostEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,HashingEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,LeaveOneOutEncoder,0.0006,0.0235,0.9765,0.0011,0.0000,0.0000
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,MEstimateEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,OneHotEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,OrdinalEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_SumEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,SumEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_DTREE,kddcup-land_vs_portsweep,0,dtosmote,DTREE,solid_angle,1,TargetEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_BaseNEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,BaseNEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_BinaryEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
kddcup-land_vs_portsweep_CatBoostEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,CatBoostEncoder,0.9933,0.9906,0.9998,0.9914,0.9952,0.9895
kddcup-land_vs_portsweep_GLMMEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,GLMMEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_HashingEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,HashingEncoder,0.9912,0.9859,0.9997,0.9875,0.9928,0.9842
kddcup-land_vs_portsweep_HelmertEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,HelmertEncoder,0.9933,0.9906,0.9998,0.9914,0.9952,0.9895
kddcup-land_vs_portsweep_JamesSteinEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,JamesSteinEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_LeaveOneOutEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,LeaveOneOutEncoder,0.9933,0.9906,0.9998,0.9914,0.9952,0.9895
kddcup-land_vs_portsweep_MEstimateEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,MEstimateEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_OneHotEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,OneHotEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_OrdinalEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,OrdinalEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
kddcup-land_vs_portsweep_SumEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,SumEncoder,0.9912,0.9859,0.9997,0.9875,0.9928,0.9842
kddcup-land_vs_portsweep_TargetEncoder_dtosmote_LRG,kddcup-land_vs_portsweep,0,dtosmote,LRG,solid_angle,1,TargetEncoder,0.9961,0.9953,0.9999,0.9955,0.9976,0.9947
